"","Strain_ID","name","value","Spot","MediaTime","Lawn","Media","Fe","Time","Dataset"
"82","Methylobacterium_RPE3","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"83","Methylobacterium_RPE3","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"84","Methylobacterium_RPE3","Bacillus_SCH24",-3,"Bacillus_SCH24","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"85","Methylobacterium_RPE3","Paenibacillus_E12",-1,"Paenibacillus_E12","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"86","Methylobacterium_RPE3","Cellulosimicrobium_BM1",1,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"87","Methylobacterium_RPE3","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"88","Methylobacterium_RPE3","Streptomyces_RCH20P",-5,"Streptomyces_RCH20P","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"89","Methylobacterium_RPE3","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"90","Methylobacterium_RPE3","Chryseobacterium_SCH11",0,"Chryseobacterium_SCH11","1/2 TSA, 48h","Methylobacterium_RPE3","1/2 TSA","- FeCl3","48h","Hannah"
"91","Sphingobium_Z2","Pseudomonas_putida_KT2442",-4,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"92","Sphingobium_Z2","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"93","Sphingobium_Z2","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"94","Sphingobium_Z2","Burkholderia_RCH25",-4,"Burkholderia_RCH25","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"95","Sphingobium_Z2","Ensifer_sp",-1,"Ensifer_sp","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"96","Sphingobium_Z2","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"97","Sphingobium_Z2","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"98","Sphingobium_Z2","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"99","Sphingobium_Z2","Bacillus_SCH24",0,"Bacillus_SCH24","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"100","Sphingobium_Z2","Paenibacillus_E12",-1,"Paenibacillus_E12","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"101","Sphingobium_Z2","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"102","Sphingobium_Z2","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"103","Sphingobium_Z2","Streptomyces_RCH20P",-4,"Streptomyces_RCH20P","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"104","Sphingobium_Z2","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"105","Sphingobium_Z2","Chryseobacterium_SCH11",1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Sphingobium_Z2","1/2 TSA","- FeCl3","48h","Hannah"
"106","Exiguobacterium_RDH25","Pseudomonas_putida_KT2442",-2,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"107","Exiguobacterium_RDH25","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"108","Exiguobacterium_RDH25","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"109","Exiguobacterium_RDH25","Burkholderia_RCH25",-1,"Burkholderia_RCH25","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"110","Exiguobacterium_RDH25","Ensifer_sp",0,"Ensifer_sp","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"111","Exiguobacterium_RDH25","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"112","Exiguobacterium_RDH25","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"113","Exiguobacterium_RDH25","Exiguobacterium_RDH25",-1,"Exiguobacterium_RDH25","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"114","Exiguobacterium_RDH25","Bacillus_SCH24",-2,"Bacillus_SCH24","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"115","Exiguobacterium_RDH25","Paenibacillus_E12",0,"Paenibacillus_E12","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"116","Exiguobacterium_RDH25","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"117","Exiguobacterium_RDH25","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"118","Exiguobacterium_RDH25","Streptomyces_RCH20P",-2,"Streptomyces_RCH20P","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"119","Exiguobacterium_RDH25","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"120","Exiguobacterium_RDH25","Chryseobacterium_SCH11",-1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Exiguobacterium_RDH25","1/2 TSA","- FeCl3","48h","Hannah"
"121","Bacillus_SCH24","Pseudomonas_putida_KT2442",0,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Bacillus_SCH24","1/2 TSA","- FeCl3","48h","Hannah"
