,Strain_ID,name,value,Lawn,Spot,MediaTime,Media,Fe,Time,Dataset
845,Cellulosimicrobium_BM1,Methylobacterium_RPE3,0,Cellulosimicrobium_BM1,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
171,Cellulosimicrobium_BM1,Methylobacterium_RPE3,0,Cellulosimicrobium_BM1,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
396,Cellulosimicrobium_BM1,Methylobacterium_RPE3,0,Cellulosimicrobium_BM1,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
628,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Cellulosimicrobium_BM1,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
853,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Cellulosimicrobium_BM1,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
178,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Cellulosimicrobium_BM1,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
403,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Cellulosimicrobium_BM1,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
625,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Cellulosimicrobium_BM1,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
850,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Cellulosimicrobium_BM1,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
175,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Cellulosimicrobium_BM1,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
400,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Cellulosimicrobium_BM1,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
616,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,0,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
841,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,0,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
168,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,2,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
393,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,0,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
626,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Cellulosimicrobium_BM1,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
851,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Cellulosimicrobium_BM1,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
176,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Cellulosimicrobium_BM1,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
401,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Cellulosimicrobium_BM1,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
618,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Cellulosimicrobium_BM1,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
843,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Cellulosimicrobium_BM1,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
172,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-3,Cellulosimicrobium_BM1,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
397,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Cellulosimicrobium_BM1,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
619,Cellulosimicrobium_BM1,Variovax_RPC5,1,Cellulosimicrobium_BM1,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
844,Cellulosimicrobium_BM1,Variovax_RPC5,0,Cellulosimicrobium_BM1,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
170,Cellulosimicrobium_BM1,Variovax_RPC5,1,Cellulosimicrobium_BM1,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
395,Cellulosimicrobium_BM1,Variovax_RPC5,2,Cellulosimicrobium_BM1,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
534,Chryseobacterium_SCH11,Bacillus_SCH24,-2,Chryseobacterium_SCH11,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
759,Chryseobacterium_SCH11,Bacillus_SCH24,-1,Chryseobacterium_SCH11,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
24,Chryseobacterium_SCH11,Bacillus_SCH24,-1,Chryseobacterium_SCH11,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
249,Chryseobacterium_SCH11,Bacillus_SCH24,-1,Chryseobacterium_SCH11,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
527,Chryseobacterium_SCH11,Burkholderia_RCH25,-1,Chryseobacterium_SCH11,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
752,Chryseobacterium_SCH11,Burkholderia_RCH25,0,Chryseobacterium_SCH11,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
19,Chryseobacterium_SCH11,Burkholderia_RCH25,-1,Chryseobacterium_SCH11,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
244,Chryseobacterium_SCH11,Burkholderia_RCH25,-1,Chryseobacterium_SCH11,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
537,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
762,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
27,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,-1,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
252,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,-1,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
531,Chryseobacterium_SCH11,Chryseobacterium_SCH11,-2,Chryseobacterium_SCH11,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
756,Chryseobacterium_SCH11,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
17,Chryseobacterium_SCH11,Chryseobacterium_SCH11,-2,Chryseobacterium_SCH11,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
242,Chryseobacterium_SCH11,Chryseobacterium_SCH11,-2,Chryseobacterium_SCH11,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
532,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Chryseobacterium_SCH11,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
757,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Chryseobacterium_SCH11,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
16,Chryseobacterium_SCH11,Dyadobacter_BM9,-3,Chryseobacterium_SCH11,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
241,Chryseobacterium_SCH11,Dyadobacter_BM9,-4,Chryseobacterium_SCH11,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
540,Chryseobacterium_SCH11,Ensifer_sp,0,Chryseobacterium_SCH11,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
765,Chryseobacterium_SCH11,Ensifer_sp,0,Chryseobacterium_SCH11,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
30,Chryseobacterium_SCH11,Ensifer_sp,0,Chryseobacterium_SCH11,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
255,Chryseobacterium_SCH11,Ensifer_sp,0,Chryseobacterium_SCH11,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
533,Chryseobacterium_SCH11,Exiguobacterium_RDH25,-1,Chryseobacterium_SCH11,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
758,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Chryseobacterium_SCH11,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
23,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Chryseobacterium_SCH11,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
248,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Chryseobacterium_SCH11,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
539,Chryseobacterium_SCH11,Luteibacter_BM7,0,Chryseobacterium_SCH11,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
764,Chryseobacterium_SCH11,Luteibacter_BM7,0,Chryseobacterium_SCH11,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
29,Chryseobacterium_SCH11,Luteibacter_BM7,0,Chryseobacterium_SCH11,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
254,Chryseobacterium_SCH11,Luteibacter_BM7,0,Chryseobacterium_SCH11,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
530,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Chryseobacterium_SCH11,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
755,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Chryseobacterium_SCH11,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
21,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Chryseobacterium_SCH11,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
246,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Chryseobacterium_SCH11,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
538,Chryseobacterium_SCH11,Microbacterium_BM4,0,Chryseobacterium_SCH11,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
763,Chryseobacterium_SCH11,Microbacterium_BM4,0,Chryseobacterium_SCH11,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
28,Chryseobacterium_SCH11,Microbacterium_BM4,0,Chryseobacterium_SCH11,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
253,Chryseobacterium_SCH11,Microbacterium_BM4,-1,Chryseobacterium_SCH11,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
535,Chryseobacterium_SCH11,Paenibacillus_E12,1,Chryseobacterium_SCH11,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
760,Chryseobacterium_SCH11,Paenibacillus_E12,1,Chryseobacterium_SCH11,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
25,Chryseobacterium_SCH11,Paenibacillus_E12,1,Chryseobacterium_SCH11,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
250,Chryseobacterium_SCH11,Paenibacillus_E12,1,Chryseobacterium_SCH11,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
526,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,0,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
751,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,0,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
18,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,-3,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
243,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,-2,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
536,Chryseobacterium_SCH11,Sphingobium_Z2,0,Chryseobacterium_SCH11,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
761,Chryseobacterium_SCH11,Sphingobium_Z2,0,Chryseobacterium_SCH11,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
26,Chryseobacterium_SCH11,Sphingobium_Z2,0,Chryseobacterium_SCH11,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
251,Chryseobacterium_SCH11,Sphingobium_Z2,0,Chryseobacterium_SCH11,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
528,Chryseobacterium_SCH11,Streptomyces_RCH20P,-2,Chryseobacterium_SCH11,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
753,Chryseobacterium_SCH11,Streptomyces_RCH20P,0,Chryseobacterium_SCH11,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
22,Chryseobacterium_SCH11,Streptomyces_RCH20P,-2,Chryseobacterium_SCH11,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
247,Chryseobacterium_SCH11,Streptomyces_RCH20P,-1,Chryseobacterium_SCH11,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
529,Chryseobacterium_SCH11,Variovax_RPC5,0,Chryseobacterium_SCH11,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
754,Chryseobacterium_SCH11,Variovax_RPC5,0,Chryseobacterium_SCH11,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
20,Chryseobacterium_SCH11,Variovax_RPC5,0,Chryseobacterium_SCH11,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
245,Chryseobacterium_SCH11,Variovax_RPC5,0,Chryseobacterium_SCH11,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
549,Dyadobacter_BM9,Bacillus_SCH24,0,Dyadobacter_BM9,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
774,Dyadobacter_BM9,Bacillus_SCH24,0,Dyadobacter_BM9,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
9,Dyadobacter_BM9,Bacillus_SCH24,-2,Dyadobacter_BM9,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
234,Dyadobacter_BM9,Bacillus_SCH24,-2,Dyadobacter_BM9,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
542,Dyadobacter_BM9,Burkholderia_RCH25,-2,Dyadobacter_BM9,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
767,Dyadobacter_BM9,Burkholderia_RCH25,-2,Dyadobacter_BM9,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
4,Dyadobacter_BM9,Burkholderia_RCH25,-1,Dyadobacter_BM9,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
229,Dyadobacter_BM9,Burkholderia_RCH25,-3,Dyadobacter_BM9,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
552,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Dyadobacter_BM9,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
777,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Dyadobacter_BM9,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
12,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Dyadobacter_BM9,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
237,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Dyadobacter_BM9,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
546,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Dyadobacter_BM9,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
771,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Dyadobacter_BM9,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
2,Dyadobacter_BM9,Chryseobacterium_SCH11,-2,Dyadobacter_BM9,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
227,Dyadobacter_BM9,Chryseobacterium_SCH11,-1,Dyadobacter_BM9,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
547,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
772,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
1,Dyadobacter_BM9,Dyadobacter_BM9,4,Dyadobacter_BM9,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
226,Dyadobacter_BM9,Dyadobacter_BM9,3,Dyadobacter_BM9,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
555,Dyadobacter_BM9,Ensifer_sp,0,Dyadobacter_BM9,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
780,Dyadobacter_BM9,Ensifer_sp,0,Dyadobacter_BM9,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
15,Dyadobacter_BM9,Ensifer_sp,0,Dyadobacter_BM9,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
240,Dyadobacter_BM9,Ensifer_sp,0,Dyadobacter_BM9,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
548,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Dyadobacter_BM9,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
773,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Dyadobacter_BM9,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
8,Dyadobacter_BM9,Exiguobacterium_RDH25,-3,Dyadobacter_BM9,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
233,Dyadobacter_BM9,Exiguobacterium_RDH25,-2,Dyadobacter_BM9,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
554,Dyadobacter_BM9,Luteibacter_BM7,0,Dyadobacter_BM9,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
779,Dyadobacter_BM9,Luteibacter_BM7,0,Dyadobacter_BM9,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
14,Dyadobacter_BM9,Luteibacter_BM7,1,Dyadobacter_BM9,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
239,Dyadobacter_BM9,Luteibacter_BM7,1,Dyadobacter_BM9,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
545,Dyadobacter_BM9,Methylobacterium_RPE3,0,Dyadobacter_BM9,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
770,Dyadobacter_BM9,Methylobacterium_RPE3,0,Dyadobacter_BM9,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
6,Dyadobacter_BM9,Methylobacterium_RPE3,0,Dyadobacter_BM9,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
231,Dyadobacter_BM9,Methylobacterium_RPE3,0,Dyadobacter_BM9,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
553,Dyadobacter_BM9,Microbacterium_BM4,0,Dyadobacter_BM9,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
778,Dyadobacter_BM9,Microbacterium_BM4,0,Dyadobacter_BM9,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
13,Dyadobacter_BM9,Microbacterium_BM4,0,Dyadobacter_BM9,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
238,Dyadobacter_BM9,Microbacterium_BM4,0,Dyadobacter_BM9,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
550,Dyadobacter_BM9,Paenibacillus_E12,-3,Dyadobacter_BM9,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
775,Dyadobacter_BM9,Paenibacillus_E12,-3,Dyadobacter_BM9,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
10,Dyadobacter_BM9,Paenibacillus_E12,-1,Dyadobacter_BM9,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
235,Dyadobacter_BM9,Paenibacillus_E12,-2,Dyadobacter_BM9,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
541,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Dyadobacter_BM9,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
766,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Dyadobacter_BM9,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
3,Dyadobacter_BM9,Pseudomonas_putida_KT2442,-2,Dyadobacter_BM9,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
228,Dyadobacter_BM9,Pseudomonas_putida_KT2442,-2,Dyadobacter_BM9,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
551,Dyadobacter_BM9,Sphingobium_Z2,0,Dyadobacter_BM9,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
776,Dyadobacter_BM9,Sphingobium_Z2,1,Dyadobacter_BM9,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
11,Dyadobacter_BM9,Sphingobium_Z2,1,Dyadobacter_BM9,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
236,Dyadobacter_BM9,Sphingobium_Z2,1,Dyadobacter_BM9,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
543,Dyadobacter_BM9,Streptomyces_RCH20P,-4,Dyadobacter_BM9,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
768,Dyadobacter_BM9,Streptomyces_RCH20P,-3,Dyadobacter_BM9,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
7,Dyadobacter_BM9,Streptomyces_RCH20P,-5,Dyadobacter_BM9,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
232,Dyadobacter_BM9,Streptomyces_RCH20P,-7,Dyadobacter_BM9,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
544,Dyadobacter_BM9,Variovax_RPC5,0,Dyadobacter_BM9,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
769,Dyadobacter_BM9,Variovax_RPC5,2,Dyadobacter_BM9,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
5,Dyadobacter_BM9,Variovax_RPC5,2,Dyadobacter_BM9,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
230,Dyadobacter_BM9,Variovax_RPC5,1,Dyadobacter_BM9,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
669,Ensifer_sp,Bacillus_SCH24,0,Ensifer_sp,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
894,Ensifer_sp,Bacillus_SCH24,0,Ensifer_sp,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
219,Ensifer_sp,Bacillus_SCH24,0,Ensifer_sp,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
444,Ensifer_sp,Bacillus_SCH24,0,Ensifer_sp,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
