,Strain_ID,name,value,Lawn,Spot,MediaTime,Media,Fe,Time,Dataset
662,Ensifer_sp,Burkholderia_RCH25,-1,Ensifer_sp,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
887,Ensifer_sp,Burkholderia_RCH25,-1,Ensifer_sp,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
214,Ensifer_sp,Burkholderia_RCH25,-6,Ensifer_sp,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
439,Ensifer_sp,Burkholderia_RCH25,-5,Ensifer_sp,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
672,Ensifer_sp,Cellulosimicrobium_BM1,0,Ensifer_sp,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
897,Ensifer_sp,Cellulosimicrobium_BM1,0,Ensifer_sp,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
222,Ensifer_sp,Cellulosimicrobium_BM1,0,Ensifer_sp,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
447,Ensifer_sp,Cellulosimicrobium_BM1,0,Ensifer_sp,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
666,Ensifer_sp,Chryseobacterium_SCH11,-6,Ensifer_sp,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
891,Ensifer_sp,Chryseobacterium_SCH11,-10,Ensifer_sp,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
212,Ensifer_sp,Chryseobacterium_SCH11,0,Ensifer_sp,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
437,Ensifer_sp,Chryseobacterium_SCH11,0,Ensifer_sp,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
667,Ensifer_sp,Dyadobacter_BM9,0,Ensifer_sp,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
892,Ensifer_sp,Dyadobacter_BM9,0,Ensifer_sp,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
211,Ensifer_sp,Dyadobacter_BM9,0,Ensifer_sp,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
436,Ensifer_sp,Dyadobacter_BM9,0,Ensifer_sp,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
675,Ensifer_sp,Ensifer_sp,1,Ensifer_sp,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
900,Ensifer_sp,Ensifer_sp,1,Ensifer_sp,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
225,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
450,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
668,Ensifer_sp,Exiguobacterium_RDH25,0,Ensifer_sp,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
893,Ensifer_sp,Exiguobacterium_RDH25,0,Ensifer_sp,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
218,Ensifer_sp,Exiguobacterium_RDH25,0,Ensifer_sp,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
443,Ensifer_sp,Exiguobacterium_RDH25,0,Ensifer_sp,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
674,Ensifer_sp,Luteibacter_BM7,1,Ensifer_sp,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
899,Ensifer_sp,Luteibacter_BM7,2,Ensifer_sp,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
224,Ensifer_sp,Luteibacter_BM7,0,Ensifer_sp,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
449,Ensifer_sp,Luteibacter_BM7,1,Ensifer_sp,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
665,Ensifer_sp,Methylobacterium_RPE3,0,Ensifer_sp,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
890,Ensifer_sp,Methylobacterium_RPE3,0,Ensifer_sp,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
216,Ensifer_sp,Methylobacterium_RPE3,0,Ensifer_sp,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
441,Ensifer_sp,Methylobacterium_RPE3,0,Ensifer_sp,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
673,Ensifer_sp,Microbacterium_BM4,0,Ensifer_sp,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
898,Ensifer_sp,Microbacterium_BM4,0,Ensifer_sp,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
223,Ensifer_sp,Microbacterium_BM4,0,Ensifer_sp,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
448,Ensifer_sp,Microbacterium_BM4,0,Ensifer_sp,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
670,Ensifer_sp,Paenibacillus_E12,3,Ensifer_sp,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
895,Ensifer_sp,Paenibacillus_E12,0,Ensifer_sp,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
220,Ensifer_sp,Paenibacillus_E12,0,Ensifer_sp,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
445,Ensifer_sp,Paenibacillus_E12,0,Ensifer_sp,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
661,Ensifer_sp,Pseudomonas_putida_KT2442,2,Ensifer_sp,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
886,Ensifer_sp,Pseudomonas_putida_KT2442,1,Ensifer_sp,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
213,Ensifer_sp,Pseudomonas_putida_KT2442,-3,Ensifer_sp,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
438,Ensifer_sp,Pseudomonas_putida_KT2442,-3,Ensifer_sp,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
671,Ensifer_sp,Sphingobium_Z2,0,Ensifer_sp,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
896,Ensifer_sp,Sphingobium_Z2,0,Ensifer_sp,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
221,Ensifer_sp,Sphingobium_Z2,0,Ensifer_sp,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
446,Ensifer_sp,Sphingobium_Z2,1,Ensifer_sp,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
663,Ensifer_sp,Streptomyces_RCH20P,0,Ensifer_sp,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
888,Ensifer_sp,Streptomyces_RCH20P,0,Ensifer_sp,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
217,Ensifer_sp,Streptomyces_RCH20P,0,Ensifer_sp,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
442,Ensifer_sp,Streptomyces_RCH20P,2,Ensifer_sp,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
664,Ensifer_sp,Variovax_RPC5,0,Ensifer_sp,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
889,Ensifer_sp,Variovax_RPC5,2,Ensifer_sp,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
215,Ensifer_sp,Variovax_RPC5,0,Ensifer_sp,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
440,Ensifer_sp,Variovax_RPC5,0,Ensifer_sp,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
564,Exiguobacterium_RDH25,Bacillus_SCH24,-2,Exiguobacterium_RDH25,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
789,Exiguobacterium_RDH25,Bacillus_SCH24,-3,Exiguobacterium_RDH25,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
114,Exiguobacterium_RDH25,Bacillus_SCH24,-3,Exiguobacterium_RDH25,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
339,Exiguobacterium_RDH25,Bacillus_SCH24,-3,Exiguobacterium_RDH25,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
557,Exiguobacterium_RDH25,Burkholderia_RCH25,1,Exiguobacterium_RDH25,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
782,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Exiguobacterium_RDH25,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
109,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Exiguobacterium_RDH25,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
334,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Exiguobacterium_RDH25,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
567,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
792,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
117,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
342,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
561,Exiguobacterium_RDH25,Chryseobacterium_SCH11,-2,Exiguobacterium_RDH25,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
786,Exiguobacterium_RDH25,Chryseobacterium_SCH11,1,Exiguobacterium_RDH25,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
107,Exiguobacterium_RDH25,Chryseobacterium_SCH11,-2,Exiguobacterium_RDH25,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
332,Exiguobacterium_RDH25,Chryseobacterium_SCH11,-1,Exiguobacterium_RDH25,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
562,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Exiguobacterium_RDH25,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
787,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Exiguobacterium_RDH25,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
106,Exiguobacterium_RDH25,Dyadobacter_BM9,-3,Exiguobacterium_RDH25,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
331,Exiguobacterium_RDH25,Dyadobacter_BM9,-3,Exiguobacterium_RDH25,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
570,Exiguobacterium_RDH25,Ensifer_sp,0,Exiguobacterium_RDH25,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
795,Exiguobacterium_RDH25,Ensifer_sp,0,Exiguobacterium_RDH25,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
120,Exiguobacterium_RDH25,Ensifer_sp,0,Exiguobacterium_RDH25,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
345,Exiguobacterium_RDH25,Ensifer_sp,0,Exiguobacterium_RDH25,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
563,Exiguobacterium_RDH25,Exiguobacterium_RDH25,-1,Exiguobacterium_RDH25,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
788,Exiguobacterium_RDH25,Exiguobacterium_RDH25,-1,Exiguobacterium_RDH25,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
113,Exiguobacterium_RDH25,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
338,Exiguobacterium_RDH25,Exiguobacterium_RDH25,-1,Exiguobacterium_RDH25,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
569,Exiguobacterium_RDH25,Luteibacter_BM7,1,Exiguobacterium_RDH25,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
794,Exiguobacterium_RDH25,Luteibacter_BM7,1,Exiguobacterium_RDH25,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
119,Exiguobacterium_RDH25,Luteibacter_BM7,0,Exiguobacterium_RDH25,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
344,Exiguobacterium_RDH25,Luteibacter_BM7,0,Exiguobacterium_RDH25,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
560,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Exiguobacterium_RDH25,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
785,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Exiguobacterium_RDH25,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
111,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Exiguobacterium_RDH25,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
336,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Exiguobacterium_RDH25,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
568,Exiguobacterium_RDH25,Microbacterium_BM4,0,Exiguobacterium_RDH25,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
793,Exiguobacterium_RDH25,Microbacterium_BM4,0,Exiguobacterium_RDH25,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
118,Exiguobacterium_RDH25,Microbacterium_BM4,0,Exiguobacterium_RDH25,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
343,Exiguobacterium_RDH25,Microbacterium_BM4,0,Exiguobacterium_RDH25,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
565,Exiguobacterium_RDH25,Paenibacillus_E12,0,Exiguobacterium_RDH25,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
790,Exiguobacterium_RDH25,Paenibacillus_E12,0,Exiguobacterium_RDH25,Paenibacillus_E12,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
115,Exiguobacterium_RDH25,Paenibacillus_E12,0,Exiguobacterium_RDH25,Paenibacillus_E12,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
340,Exiguobacterium_RDH25,Paenibacillus_E12,-1,Exiguobacterium_RDH25,Paenibacillus_E12,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
556,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,1,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
781,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,1,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
108,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,-2,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
333,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,-2,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
566,Exiguobacterium_RDH25,Sphingobium_Z2,1,Exiguobacterium_RDH25,Sphingobium_Z2,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
791,Exiguobacterium_RDH25,Sphingobium_Z2,0,Exiguobacterium_RDH25,Sphingobium_Z2,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
116,Exiguobacterium_RDH25,Sphingobium_Z2,0,Exiguobacterium_RDH25,Sphingobium_Z2,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
341,Exiguobacterium_RDH25,Sphingobium_Z2,0,Exiguobacterium_RDH25,Sphingobium_Z2,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
558,Exiguobacterium_RDH25,Streptomyces_RCH20P,-2,Exiguobacterium_RDH25,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
783,Exiguobacterium_RDH25,Streptomyces_RCH20P,-2,Exiguobacterium_RDH25,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
112,Exiguobacterium_RDH25,Streptomyces_RCH20P,-1,Exiguobacterium_RDH25,Streptomyces_RCH20P,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
337,Exiguobacterium_RDH25,Streptomyces_RCH20P,-1,Exiguobacterium_RDH25,Streptomyces_RCH20P,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
559,Exiguobacterium_RDH25,Variovax_RPC5,0,Exiguobacterium_RDH25,Variovax_RPC5,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
784,Exiguobacterium_RDH25,Variovax_RPC5,0,Exiguobacterium_RDH25,Variovax_RPC5,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
110,Exiguobacterium_RDH25,Variovax_RPC5,0,Exiguobacterium_RDH25,Variovax_RPC5,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
335,Exiguobacterium_RDH25,Variovax_RPC5,0,Exiguobacterium_RDH25,Variovax_RPC5,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
654,Luteibacter_BM7,Bacillus_SCH24,0,Luteibacter_BM7,Bacillus_SCH24,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
879,Luteibacter_BM7,Bacillus_SCH24,0,Luteibacter_BM7,Bacillus_SCH24,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
204,Luteibacter_BM7,Bacillus_SCH24,-1,Luteibacter_BM7,Bacillus_SCH24,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
429,Luteibacter_BM7,Bacillus_SCH24,-1,Luteibacter_BM7,Bacillus_SCH24,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
647,Luteibacter_BM7,Burkholderia_RCH25,-1,Luteibacter_BM7,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
872,Luteibacter_BM7,Burkholderia_RCH25,-1,Luteibacter_BM7,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
199,Luteibacter_BM7,Burkholderia_RCH25,-5,Luteibacter_BM7,Burkholderia_RCH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
424,Luteibacter_BM7,Burkholderia_RCH25,-5,Luteibacter_BM7,Burkholderia_RCH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
657,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Luteibacter_BM7,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
882,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Luteibacter_BM7,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
207,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Luteibacter_BM7,Cellulosimicrobium_BM1,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
432,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Luteibacter_BM7,Cellulosimicrobium_BM1,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
651,Luteibacter_BM7,Chryseobacterium_SCH11,-2,Luteibacter_BM7,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
876,Luteibacter_BM7,Chryseobacterium_SCH11,1,Luteibacter_BM7,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
197,Luteibacter_BM7,Chryseobacterium_SCH11,0,Luteibacter_BM7,Chryseobacterium_SCH11,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
422,Luteibacter_BM7,Chryseobacterium_SCH11,0,Luteibacter_BM7,Chryseobacterium_SCH11,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
652,Luteibacter_BM7,Dyadobacter_BM9,0,Luteibacter_BM7,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
877,Luteibacter_BM7,Dyadobacter_BM9,0,Luteibacter_BM7,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
196,Luteibacter_BM7,Dyadobacter_BM9,-3,Luteibacter_BM7,Dyadobacter_BM9,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
421,Luteibacter_BM7,Dyadobacter_BM9,-3,Luteibacter_BM7,Dyadobacter_BM9,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
660,Luteibacter_BM7,Ensifer_sp,0,Luteibacter_BM7,Ensifer_sp,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
885,Luteibacter_BM7,Ensifer_sp,0,Luteibacter_BM7,Ensifer_sp,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
210,Luteibacter_BM7,Ensifer_sp,0,Luteibacter_BM7,Ensifer_sp,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
435,Luteibacter_BM7,Ensifer_sp,0,Luteibacter_BM7,Ensifer_sp,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
653,Luteibacter_BM7,Exiguobacterium_RDH25,0,Luteibacter_BM7,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
878,Luteibacter_BM7,Exiguobacterium_RDH25,0,Luteibacter_BM7,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
203,Luteibacter_BM7,Exiguobacterium_RDH25,0,Luteibacter_BM7,Exiguobacterium_RDH25,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
428,Luteibacter_BM7,Exiguobacterium_RDH25,0,Luteibacter_BM7,Exiguobacterium_RDH25,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
659,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,Luteibacter_BM7,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
884,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,Luteibacter_BM7,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
209,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,Luteibacter_BM7,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
434,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,Luteibacter_BM7,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
650,Luteibacter_BM7,Methylobacterium_RPE3,-1,Luteibacter_BM7,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
875,Luteibacter_BM7,Methylobacterium_RPE3,0,Luteibacter_BM7,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
201,Luteibacter_BM7,Methylobacterium_RPE3,0,Luteibacter_BM7,Methylobacterium_RPE3,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
426,Luteibacter_BM7,Methylobacterium_RPE3,0,Luteibacter_BM7,Methylobacterium_RPE3,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
658,Luteibacter_BM7,Microbacterium_BM4,0,Luteibacter_BM7,Microbacterium_BM4,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
883,Luteibacter_BM7,Microbacterium_BM4,0,Luteibacter_BM7,Microbacterium_BM4,"1/2 TSA + Fe, 96h",1/2 TSA,#NAME?,96h,Marissa
208,Luteibacter_BM7,Microbacterium_BM4,0,Luteibacter_BM7,Microbacterium_BM4,"1/2 TSA, 48h",1/2 TSA,#NAME?,48h,Marissa
433,Luteibacter_BM7,Microbacterium_BM4,0,Luteibacter_BM7,Microbacterium_BM4,"1/2 TSA, 96h",1/2 TSA,#NAME?,96h,Marissa
655,Luteibacter_BM7,Paenibacillus_E12,-1,Luteibacter_BM7,Paenibacillus_E12,"1/2 TSA + Fe, 48h",1/2 TSA,#NAME?,48h,Marissa
